date,symbol,asset_type,open,high,low,close,volume,adj_close
2024-07-01 00:00:00-03:00,VALE3.SA,stocks,52.98207119316964,53.50589562530081,52.88913449640637,53.345367431640625,20236800,53.345367431640625
2024-07-02 00:00:00-03:00,VALE3.SA,stocks,53.294674486277465,53.51434039482012,52.77085007916688,53.16794204711914,24335300,53.16794204711914
2024-07-03 00:00:00-03:00,VALE3.SA,stocks,53.61573036629951,54.78165475509446,53.60728304012281,54.22404098510742,29884200,54.22404098510742
2024-07-04 00:00:00-03:00,VALE3.SA,stocks,54.61268297389465,54.66337337732328,53.928336744086465,53.95368194580078,7984300,53.95368194580078
2024-07-05 00:00:00-03:00,VALE3.SA,stocks,53.48054712196069,53.94522738213734,53.38761042533737,53.7340087890625,13138400,53.7340087890625
2024-07-08 00:00:00-03:00,VALE3.SA,stocks,53.29467837685384,53.4298581511191,52.94827678092532,53.31157302856445,18662500,53.31157302856445
2024-07-09 00:00:00-03:00,VALE3.SA,stocks,53.20174114767636,53.42140707006627,52.982072002346435,53.24398422241211,9794400,53.24398422241211
2024-07-10 00:00:00-03:00,VALE3.SA,stocks,52.94827412080327,53.015865616010124,52.24703008420151,52.52583694458008,17384000,52.52583694458008
2024-07-11 00:00:00-03:00,VALE3.SA,stocks,52.737057702110434,52.96517417340766,52.247032233462335,52.39065933227539,13413600,52.39065933227539
2024-07-12 00:00:00-03:00,VALE3.SA,stocks,52.44135434835731,53.15949630737305,52.34841764762678,53.15949630737305,13141700,53.15949630737305
2024-07-15 00:00:00-03:00,VALE3.SA,stocks,53.0581111766068,53.37916434801176,52.73705800520184,53.2186393737793,10198000,53.2186393737793
2024-07-16 00:00:00-03:00,VALE3.SA,stocks,52.62722262498194,52.66946569676216,51.84993656787877,52.66101837158203,22363900,52.66101837158203
2024-07-17 00:00:00-03:00,VALE3.SA,stocks,52.280828378523125,52.39911027795702,52.027366705030495,52.17099380493164,23145000,52.17099380493164
2024-07-18 00:00:00-03:00,VALE3.SA,stocks,52.12875104651256,52.30617389674121,51.58803194699283,51.680965423583984,20625500,51.680965423583984
2024-07-19 00:00:00-03:00,VALE3.SA,stocks,51.70630914412931,51.858386779904315,51.064202854648215,51.63871765136719,20553900,51.63871765136719
2024-07-22 00:00:00-03:00,VALE3.SA,stocks,51.63871934629635,51.76545178791517,51.30921886561528,51.5795783996582,13095200,51.5795783996582
2024-07-23 00:00:00-03:00,VALE3.SA,stocks,51.19938621851689,51.19938621851689,50.692462878903854,50.886783599853516,22512000,50.886783599853516
2024-07-24 00:00:00-03:00,VALE3.SA,stocks,50.91212917599326,51.326119043988996,50.86988610120349,51.19938659667969,17817300,51.19938659667969
2024-07-25 00:00:00-03:00,VALE3.SA,stocks,51.11489698805811,51.69785911576276,50.91212573067313,51.17403793334961,17959500,51.17403793334961
2024-07-26 00:00:00-03:00,VALE3.SA,stocks,51.91753129434878,52.16254563804853,51.54578450447606,51.93442916870117,72721200,51.93442916870117
2024-07-29 00:00:00-03:00,VALE3.SA,stocks,52.120300114090796,52.21323681293803,51.664070391566256,52.027366638183594,28005900,52.027366638183594
2024-07-30 00:00:00-03:00,VALE3.SA,stocks,51.562680201616,51.630271696171555,50.86143617177127,50.878334045410156,28562300,50.878334045410156
2024-07-31 00:00:00-03:00,VALE3.SA,stocks,51.46129622130911,52.11184985366483,51.334563780392344,52.06960678100586,34433100,52.06960678100586
2024-08-01 00:00:00-03:00,VALE3.SA,stocks,52.25547654645158,52.27237441997417,50.878333695229,50.90367889404297,40469400,50.90367889404297
2024-08-02 00:00:00-03:00,VALE3.SA,stocks,51.233183942375774,51.41060679578621,50.151745723942554,50.19398880004883,35296000,50.19398880004883
2024-08-05 00:00:00-03:00,VALE3.SA,stocks,49.312823639726595,50.258619242870544,48.953771079352514,49.93459701538086,24635900,49.93459701538086
