date,symbol,asset_type,open,high,low,close,volume,adj_close
2024-07-01 00:00:00-04:00,^GSPC,indexes,5471.080078125,5479.5498046875,5446.52978515625,5475.08984375,3488760000,5475.08984375
2024-07-02 00:00:00-04:00,^GSPC,indexes,5461.83984375,5509.68994140625,5458.43017578125,5509.009765625,3329950000,5509.009765625
2024-07-03 00:00:00-04:00,^GSPC,indexes,5507.43994140625,5539.27001953125,5507.419921875,5537.02001953125,2179470000,5537.02001953125
2024-07-05 00:00:00-04:00,^GSPC,indexes,5537.91015625,5570.330078125,5531.6298828125,5567.18994140625,3253080000,5567.18994140625
2024-07-08 00:00:00-04:00,^GSPC,indexes,5572.75,5583.10986328125,5562.509765625,5572.85009765625,3185670000,5572.85009765625
2024-07-09 00:00:00-04:00,^GSPC,indexes,5584.240234375,5590.75,5574.56982421875,5576.97998046875,3232920000,5576.97998046875
2024-07-10 00:00:00-04:00,^GSPC,indexes,5591.259765625,5635.39013671875,5586.43994140625,5633.91015625,3336100000,5633.91015625
2024-07-11 00:00:00-04:00,^GSPC,indexes,5635.2099609375,5642.4501953125,5576.52978515625,5584.5400390625,4020950000,5584.5400390625
2024-07-12 00:00:00-04:00,^GSPC,indexes,5590.759765625,5655.56005859375,5590.43994140625,5615.35009765625,3700280000,5615.35009765625
2024-07-15 00:00:00-04:00,^GSPC,indexes,5638.16015625,5666.93994140625,5614.75,5631.22021484375,3620470000,5631.22021484375
2024-07-16 00:00:00-04:00,^GSPC,indexes,5644.08984375,5669.669921875,5639.02001953125,5667.2001953125,4041760000,5667.2001953125
2024-07-17 00:00:00-04:00,^GSPC,indexes,5610.06982421875,5622.490234375,5584.81005859375,5588.27001953125,4246450000,5588.27001953125
2024-07-18 00:00:00-04:00,^GSPC,indexes,5608.56005859375,5614.0498046875,5522.81005859375,5544.58984375,4007510000,5544.58984375
2024-07-19 00:00:00-04:00,^GSPC,indexes,5543.3701171875,5557.5,5497.0400390625,5505.0,3760570000,5505.0
2024-07-22 00:00:00-04:00,^GSPC,indexes,5544.5400390625,5570.35986328125,5529.0400390625,5564.41015625,3375180000,5564.41015625
2024-07-23 00:00:00-04:00,^GSPC,indexes,5565.2998046875,5585.33984375,5550.89990234375,5555.740234375,3500210000,5555.740234375
2024-07-24 00:00:00-04:00,^GSPC,indexes,5505.83984375,5508.0400390625,5419.97998046875,5427.1298828125,3945550000,5427.1298828125
2024-07-25 00:00:00-04:00,^GSPC,indexes,5428.7001953125,5491.58984375,5390.9501953125,5399.22021484375,4592120000,5399.22021484375
2024-07-26 00:00:00-04:00,^GSPC,indexes,5433.669921875,5488.31982421875,5430.7001953125,5459.10009765625,3638770000,5459.10009765625
2024-07-29 00:00:00-04:00,^GSPC,indexes,5476.5498046875,5487.740234375,5444.43994140625,5463.5400390625,3379970000,5463.5400390625
2024-07-30 00:00:00-04:00,^GSPC,indexes,5478.72998046875,5489.4599609375,5401.7001953125,5436.43994140625,3777740000,5436.43994140625
2024-07-31 00:00:00-04:00,^GSPC,indexes,5505.58984375,5551.509765625,5493.75,5522.2998046875,4546910000,5522.2998046875
2024-08-01 00:00:00-04:00,^GSPC,indexes,5537.83984375,5566.16015625,5410.419921875,5446.68017578125,4703620000,5446.68017578125
2024-08-02 00:00:00-04:00,^GSPC,indexes,5376.6298828125,5383.89013671875,5302.02978515625,5346.56005859375,5156450000,5346.56005859375
2024-08-05 00:00:00-04:00,^GSPC,indexes,5151.14013671875,5250.89013671875,5119.259765625,5186.330078125,5333250000,5186.330078125
2024-08-06 00:00:00-04:00,^GSPC,indexes,5206.419921875,5312.33984375,5193.56005859375,5240.02978515625,4690190000,5240.02978515625
2024-08-07 00:00:00-04:00,^GSPC,indexes,5293.1298828125,5330.64013671875,5195.5400390625,5199.5,4558260000,5199.5
