date,symbol,asset_type,open,high,low,close,volume,adj_close,daily_return,cumulative_return,drawdown
2024-07-01 00:00:00-04:00,^GSPC,indexes,5471.080078125,5479.5498046875,5446.52978515625,5475.08984375,3488760000,5475.08984375,,0.0,0.0
2024-07-02 00:00:00-04:00,^GSPC,indexes,5461.83984375,5509.68994140625,5458.43017578125,5509.009765625,3329950000,5509.009765625,0.6195317856513505,0.6195317856513485,0.0
2024-07-03 00:00:00-04:00,^GSPC,indexes,5507.43994140625,5539.27001953125,5507.419921875,5537.02001953125,2179470000,5537.02001953125,0.5084444409779065,1.1311262015534849,0.0
2024-07-05 00:00:00-04:00,^GSPC,indexes,5537.91015625,5570.330078125,5531.6298828125,5567.18994140625,3253080000,5567.18994140625,0.5448765178485582,1.6821659604615506,0.0
2024-07-08 00:00:00-04:00,^GSPC,indexes,5572.75,5583.10986328125,5562.509765625,5572.85009765625,3185670000,5572.85009765625,0.10166989647510949,1.7855461133271928,0.0
2024-07-09 00:00:00-04:00,^GSPC,indexes,5584.240234375,5590.75,5574.56982421875,5576.97998046875,3232920000,5576.97998046875,0.07410719362856977,1.8609765250712922,0.0
2024-07-10 00:00:00-04:00,^GSPC,indexes,5591.259765625,5635.39013671875,5586.43994140625,5633.91015625,3336100000,5633.91015625,1.0208065293514812,2.9007800243004,0.0
2024-07-11 00:00:00-04:00,^GSPC,indexes,5635.2099609375,5642.4501953125,5576.52978515625,5584.5400390625,4020950000,5584.5400390625,-0.8763028841120457,1.999057521173668,-0.8763028841120419
2024-07-12 00:00:00-04:00,^GSPC,indexes,5590.759765625,5655.56005859375,5590.43994140625,5615.35009765625,3700280000,5615.35009765625,0.5517027074430692,2.561789083084396,-0.32943476340602146
2024-07-15 00:00:00-04:00,^GSPC,indexes,5638.16015625,5666.93994140625,5614.75,5631.22021484375,3620470000,5631.22021484375,0.28262026252154904,2.8516494806378034,-0.04774555027765047
2024-07-16 00:00:00-04:00,^GSPC,indexes,5644.08984375,5669.669921875,5639.02001953125,5667.2001953125,4041760000,5667.2001953125,0.6389375498743188,3.508807289834713,0.0
2024-07-17 00:00:00-04:00,^GSPC,indexes,5610.06982421875,5622.490234375,5584.81005859375,5588.27001953125,4246450000,5588.27001953125,-1.3927543241993745,2.067183900378347,-1.39275432419937
2024-07-18 00:00:00-04:00,^GSPC,indexes,5608.56005859375,5614.0498046875,5522.81005859375,5544.58984375,4007510000,5544.58984375,-0.7816403936922511,1.2693855623088377,-2.1635083875087817
2024-07-19 00:00:00-04:00,^GSPC,indexes,5543.3701171875,5557.5,5497.0400390625,5505.0,3760570000,5505.0,-0.7140265531926926,0.5462952591388698,-2.8620869163341065
2024-07-22 00:00:00-04:00,^GSPC,indexes,5544.5400390625,5570.35986328125,5529.0400390625,5564.41015625,3375180000,5564.41015625,1.079203564940956,1.6313944619915626,-1.8137710954259305
