date,symbol,asset_type,open,high,low,close,volume,adj_close,daily_return,cumulative_return,drawdown
2024-07-01 00:00:00-04:00,^DJI,indexes,39186.19921875,39438.359375,39037.94140625,39169.51953125,346210000,39169.51953125,,0.0,0.0
2024-07-02 00:00:00-04:00,^DJI,indexes,39108.25,39340.48828125,39085.69140625,39331.8515625,317380000,39331.8515625,0.41443457359870983,0.41443457359871155,0.0
2024-07-03 00:00:00-04:00,^DJI,indexes,39358.94921875,39411.171875,39230.859375,39308.0,202070000,39308.0,-0.06064185018622714,0.35354140261924405,-0.06064185018622589
2024-07-05 00:00:00-04:00,^DJI,indexes,39313.3984375,39399.62109375,39168.69921875,39375.87109375,325230000,39375.87109375,0.17266483603846083,0.5268166803408701,0.0
2024-07-08 00:00:00-04:00,^DJI,indexes,39391.98046875,39654.9609375,39278.4296875,39344.7890625,358320000,39344.7890625,-0.07893674574461773,0.4474640826527563,-0.078936745744613
2024-07-09 00:00:00-04:00,^DJI,indexes,39357.37109375,39492.28125,39146.6015625,39291.96875,361410000,39291.96875,-0.13424983017724657,0.3126135327044496,-0.21308060347474456
2024-07-10 00:00:00-04:00,^DJI,indexes,39272.44921875,39736.19921875,39256.71875,39721.359375,334180000,39721.359375,1.0928203362169375,1.4088501731805374,0.0
2024-07-11 00:00:00-04:00,^DJI,indexes,39695.1796875,39875.6015625,39623.12109375,39753.75,361530000,39753.75,0.08154460348199777,1.4915436179499026,0.0
2024-07-12 00:00:00-04:00,^DJI,indexes,39783.28125,40257.23828125,39783.28125,40000.8984375,325780000,40000.8984375,0.6216984246769197,2.1225149458029833,0.0
2024-07-15 00:00:00-04:00,^DJI,indexes,40138.3984375,40351.1015625,40136.1015625,40211.71875,308880000,40211.71875,0.5270389434612222,2.6607403696093814,0.0
2024-07-16 00:00:00-04:00,^DJI,indexes,40263.78125,40988.80859375,40263.78125,40954.48046875,306390000,40954.48046875,1.847127508694224,4.557015145605584,0.0
2024-07-17 00:00:00-04:00,^DJI,indexes,40862.5703125,41221.98046875,40849.7109375,41198.078125,433450000,41198.078125,0.5948009923746334,5.178921309288941,0.0
2024-07-18 00:00:00-04:00,^DJI,indexes,41156.55859375,41376.0,40597.5,40665.01953125,393450000,40665.01953125,-1.29389189498752,3.8180197712327537,-1.2938918949875164
2024-07-19 00:00:00-04:00,^DJI,indexes,40592.3515625,40626.16015625,40203.26953125,40287.53125,348530000,40287.53125,-0.9282874706599165,2.8542901014091693,-2.210168329302376
2024-07-22 00:00:00-04:00,^DJI,indexes,40414.48828125,40472.53125,40222.76953125,40415.44140625,351670000,40415.44140625,0.3174931604924325,3.180845437754185,-1.8996923020908514
2024-07-23 00:00:00-04:00,^DJI,indexes,40443.73046875,40527.890625,40319.69921875,40358.08984375,287390000,40358.08984375,-0.141905075150639,3.034426581494679,-2.0389016174525736
2024-07-24 00:00:00-04:00,^DJI,indexes,40210.62890625,40258.44140625,39807.44921875,39853.87109375,394210000,39853.87109375,-1.2493622764410572,1.7471533240381327,-3.2627906262314266
2024-07-25 00:00:00-04:00,^DJI,indexes,39828.62890625,40438.8203125,39817.5,39935.0703125,375790000,39935.0703125,0.20374236309188554,1.9544553785992518,-3.065695949864166
2024-07-26 00:00:00-04:00,^DJI,indexes,40140.859375,40753.828125,40140.859375,40589.33984375,332070000,40589.33984375,1.6383332397569506,3.624809110480018,-1.4775890258837165
2024-07-29 00:00:00-04:00,^DJI,indexes,40665.7109375,40682.48828125,40388.828125,40539.9296875,272200000,40539.9296875,-0.12173185481756388,3.4986647082986737,-1.5975221841734881
2024-07-30 00:00:00-04:00,^DJI,indexes,40622.12890625,40866.25,40529.1015625,40743.328125,350910000,40743.328125,0.5017237056597956,4.017942044181556,-1.1038136260148665
2024-07-31 00:00:00-04:00,^DJI,indexes,40768.87890625,41198.62890625,40655.890625,40842.7890625,420090000,40842.7890625,0.2441158886060002,4.271866367712378,-0.8623923218505717
2024-08-01 00:00:00-04:00,^DJI,indexes,40916.9609375,41096.66015625,40098.5703125,40347.96875,472030000,40347.96875,-1.2115242956175165,3.008587373173716,-2.0634685249653257
2024-08-02 00:00:00-04:00,^DJI,indexes,40075.328125,40075.328125,39358.6796875,39737.26171875,827820000,39737.26171875,-1.513600436824969,1.4494489447261338,-3.5458362931826692
2024-08-05 00:00:00-04:00,^DJI,indexes,39056.19140625,39056.19140625,38499.26953125,38703.26953125,661280000,38703.26953125,-2.6020720673163855,-1.1903388287109806,-6.05564314476138
2024-08-06 00:00:00-04:00,^DJI,indexes,38736.21875,39449.53125,38638.30078125,38997.66015625,462650000,38997.66015625,0.7606350279071528,-0.4387579348857934,-5.34106945977835
2024-08-07 00:00:00-04:00,^DJI,indexes,39230.08984375,39477.9609375,38731.51171875,38763.44921875,428250000,38763.44921875,-0.6005768975923087,-1.0366997536848297,-5.909569128110876
2024-08-08 00:00:00-04:00,^DJI,indexes,38940.37890625,39508.3984375,38922.7890625,39446.48828125,376440000,39446.48828125,1.7620698783678224,0.7071027505941971,-4.251629987290821
2024-08-09 00:00:00-04:00,^DJI,indexes,39408.05859375,39628.66015625,39230.4296875,39497.5390625,316320000,39497.5390625,0.12941780998605434,0.8374356774744234,-4.127714543723028
