date,symbol,asset_type,open,high,low,close,volume,adj_close,daily_return,cumulative_return,drawdown
2024-07-01 00:00:00-04:00,MSFT,stocks,441.71806471797646,450.2932899171113,438.7644825324962,449.6632080078125,17662800,449.6632080078125,,0.0,0.0
2024-07-02 00:00:00-04:00,MSFT,stocks,446.1877931726741,452.478907120072,446.099159273985,452.1737060546875,13979800,452.1737060546875,0.5583063061791238,0.5583063061791309,0.0
2024-07-03 00:00:00-04:00,MSFT,stocks,451.10061852531385,453.88681788882053,450.7954174304016,453.64068603515625,9932800,453.64068603515625,0.32442841342290585,0.8845460238932078,0.0
2024-07-05 00:00:00-04:00,MSFT,stocks,452.4986178155469,461.10340760685847,451.8685359116121,460.32562255859375,16000300,460.32562255859375,1.473619260623238,2.3712001250936234,0.0
2024-07-08 00:00:00-04:00,MSFT,stocks,459.33123257528905,460.46346308739743,457.2735739768986,459.0260314941406,12962300,459.0260314941406,-0.2823199493501405,2.0821858047513313,-0.28231994935013704
2024-07-09 00:00:00-04:00,MSFT,stocks,459.77428381745585,460.09916463101644,450.91353744838284,452.4297180175781,17207200,452.4297180175781,-1.4370238339405983,0.615240464529524,-1.7152867783306096
2024-07-10 00:00:00-04:00,MSFT,stocks,454.0837171765978,459.24263100795065,451.76021694759896,459.035888671875,18196100,459.035888671875,1.4601540065147134,2.084377929336762,-0.2801786004329105
2024-07-11 00:00:00-04:00,MSFT,stocks,455.81652839633193,457.58866578342753,444.5633568384772,447.6646423339844,23111200,447.6646423339844,-2.477202026793801,-0.4444583497686121,-2.7504400372581452
2024-07-12 00:00:00-04:00,MSFT,stocks,447.30037044160537,449.29896008528294,443.67731641534965,446.5324401855469,16324300,446.5324401855469,-0.2529130159877102,-0.6962472727391187,-2.996396832394698
2024-07-15 00:00:00-04:00,MSFT,stocks,446.28624348851673,450.1849934949163,444.44518211930125,446.93603515625,14429400,446.93603515625,0.09038424409555379,-0.6064923264780688,-2.90872085892621
2024-07-16 00:00:00-04:00,MSFT,stocks,447.19204922721934,447.27079820143007,439.7490242805094,442.56475830078125,17175700,442.56475830078125,-0.9780542430284367,-1.5786147455737407,-3.858326234176061
2024-07-17 00:00:00-04:00,MSFT,stocks,435.74198947896895,437.9670310742686,432.38474735385836,436.6575927734375,21778000,436.6575927734375,-1.3347573245606315,-2.8923013941912363,-5.141584266720587
2024-07-18 00:00:00-04:00,MSFT,stocks,437.46491051123894,437.7701116080265,427.6787055457858,433.55633544921875,20794800,433.55633544921875,-0.7102263594046421,-3.5819858667009083,-5.815293739371982
2024-07-19 00:00:00-04:00,MSFT,stocks,426.39880643244663,434.31441483454387,425.3158203253179,430.34674072265625,20940400,430.34674072265625,-0.7402947354550715,-4.295763349360049,-6.512538161423234
2024-07-22 00:00:00-04:00,MSFT,stocks,434.95434740544323,437.72086686190295,432.1189038234256,436.0865478515625,15808800,436.0865478515625,1.3337633553974992,-3.0192953113509162,-5.265636653529082
2024-07-23 00:00:00-04:00,MSFT,stocks,437.0317279223722,441.4522765923751,436.24411798255437,437.967041015625,13107100,437.967041015625,0.431220172538449,-2.601094949263514,-4.857122968453224
2024-07-24 00:00:00-04:00,MSFT,stocks,433.6350720518326,434.649133994153,420.9740350363965,422.2637634277344,26805800,422.2637634277344,-3.585492997709472,-6.093325869703372,-8.268464162238672
2024-07-25 00:00:00-04:00,MSFT,stocks,422.1653487650477,423.14987619224735,411.05005574464656,411.92626953125,29943800,411.92626953125,-2.4481129549382974,-8.392267324638857,-10.514155774846774
2024-07-26 00:00:00-04:00,MSFT,stocks,411.72938578526725,422.28352110182095,410.8137524352177,418.6899719238281,23583800,418.6899719238281,1.6419691806193404,-6.888096587045263,-9.044825791652716
2024-07-29 00:00:00-04:00,MSFT,stocks,424.90231413559286,425.46350195400487,418.1287909882396,420.12738037109375,15125800,420.12738037109375,0.34331093258834766,-6.568433243087478,-8.732566734840674
2024-07-30 00:00:00-04:00,MSFT,stocks,421.1020314288797,422.41143955979663,410.9023126509883,416.3763122558594,32687600,416.3763122558594,-0.892840669399142,-7.402628269150006,-9.547439496948744
2024-07-31 00:00:00-04:00,MSFT,stocks,413.9937725831716,415.2539664560443,405.8320320070505,411.8770446777344,42891400,411.8770446777344,-1.0805772196186392,-8.403214374039164,-10.524849260306485
2024-08-01 00:00:00-04:00,MSFT,stocks,414.27930323794226,420.8460843318748,406.69843005351635,410.6562194824219,30296400,410.6562194824219,-0.2964052527539396,-8.674712057988279,-10.790058307008444
